"observed_strength","hidden_strength","n_total","n_control","ps_observed_min","ps_observed_max","ps_observed_iqr","weight_cv_control","var_observed_control","var_ideal_control","epsilon_added_to_denominator","original_variance_ratio","stabilized_variance_ratio","original_R2","stabilized_R2","tau_observed","tau_ideal","tau_gap_observed_minus_ideal","original_bound","stabilized_bound","flag_good_overlap_instability","diagnostic_status","replicate","sample_size","grid_type"
0,0.12,600,288,0.5,0.5,0,0,0,0.0120663330005246,8.5207100591716e-05,Inf,141.611824797824,0.999999999999,0.992938442807105,0.0736339039819465,-0.0169464711915299,0.0905803751734764,NA,0.147041951281557,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",30,600,"sample_size"
0.002,0.12,600,303,0.498260515623258,0.50159445139394,0.000593636593318347,0.0018942613065259,3.73351709499182e-06,0.0164876434326174,0.00010404910955288,4416.11569282329,152.971252839132,0.999773556657126,0.993462824017977,-0.0969704830594873,-0.182468458406394,0.0854979753469067,0.156019133243641,0.155525944719142,TRUE,"unstable_good_overlap_warning",1,600,"sample_size"
0.002,0.12,600,292,0.498618353410924,0.501319547489041,0.000686614146585662,0.00189094249547044,3.21390151443341e-06,0.0126488870489871,8.98826608096621e-05,3935.67973137377,135.868465314033,0.999745914284633,0.992639940418193,0.000888003004958948,-0.0931710345883694,0.0940590375933283,0.146692281843959,0.146170023942843,TRUE,"unstable_good_overlap_warning",2,600,"sample_size"
0.002,0.12,600,306,0.498326019945055,0.501551949441529,0.000629302845053747,0.00204042630761969,4.50971518710518e-06,0.0174419291859659,0.000108319659467568,3867.63430999775,154.586775290999,0.999741444014649,0.993531141340405,0.106743527913408,-0.0076585668812803,0.114402094794688,0.180294972781525,0.17973411245731,TRUE,"unstable_good_overlap_warning",3,600,"sample_size"
0.002,0.12,600,285,0.498622575368423,0.501503626432578,0.000656969043120847,0.00182274273689784,2.71932505025681e-06,0.011353346939939,8.1848433274596e-05,4175.06062354214,134.25148265521,0.999760482519856,0.99255129269173,0.124140592751803,0.0318929665483496,0.0922476262034531,0.132036626613115,0.131559712735342,TRUE,"unstable_good_overlap_warning",4,600,"sample_size"
0.002,0.12,600,311,0.498201256183838,0.501653885214483,0.000686020572432333,0.00204401130941272,4.83960212266391e-06,0.0181304964348527,0.000115835871307203,3746.27830456296,150.241767606485,0.999733068416518,0.993344061269172,0.0919924826382246,-0.00623083862156748,0.0982233212597921,0.168735235102924,0.168195201687545,TRUE,"unstable_good_overlap_warning",5,600,"sample_size"
0.002,0.12,600,297,0.498361562193832,0.501978983288711,0.000635402089643078,0.0019181002828099,3.5345012751201e-06,0.0136717924230813,9.60694985718917e-05,3868.09661643614,137.261479901216,0.999741474916694,0.99271463486537,0.199883083564835,0.116613913635324,0.0832691699295105,0.141408140376991,0.140910309396189,TRUE,"unstable_good_overlap_warning",6,600,"sample_size"
0.002,0.12,600,305,0.49857554990688,0.501634492086775,0.000624655363367588,0.00184720345124896,3.64746320075596e-06,0.0139151645979293,0.000106896000473084,3815.02535653966,125.879578361921,0.999737878544297,0.992055899670041,0.0708708342499991,-0.0182815971298579,0.089152431379857,0.149523006761989,0.148947432082169,TRUE,"unstable_good_overlap_warning",7,600,"sample_size"
0.002,0.12,600,277,0.498562764786776,0.501560965832946,0.000687126457417642,0.00199317817748417,2.92108916132391e-06,0.00988692439776794,7.35279683354423e-05,3384.67052929221,129.326962574864,0.999704550268233,0.992267660354111,0.12954533020376,0.0462570247501446,0.0832883054536151,0.117274027855364,0.11683700768594,TRUE,"unstable_good_overlap_warning",8,600,"sample_size"
0.002,0.12,600,298,0.498104188495033,0.501370226352012,0.000653687265569636,0.00182549293715925,3.24437145780423e-06,0.0125651522625847,9.73576893707452e-05,3872.90802733442,124.899551352122,0.999741796088897,0.991993566116336,-0.0393277844136313,-0.12463939428733,0.085311609873699,0.13966503739921,0.139122766515258,TRUE,"unstable_good_overlap_warning",9,600,"sample_size"
0.002,0.12,600,296,0.49811759741703,0.501728975083394,0.00065444783274704,0.00201729353122425,3.85848495115398e-06,0.0132844031031904,9.4815342673207e-05,3442.90654787117,134.629449602001,0.999709547736456,0.992572204647971,-0.017646854285839,-0.114024297284166,0.0963774429983271,0.149286469089447,0.148752605354834,TRUE,"unstable_good_overlap_warning",10,600,"sample_size"
