"observed_strength","hidden_strength","n_replicates","flag_rate","observed_strength_median","observed_strength_q05","observed_strength_q95","ps_observed_min_median","ps_observed_min_q05","ps_observed_min_q95","ps_observed_max_median","ps_observed_max_q05","ps_observed_max_q95","ps_observed_iqr_median","ps_observed_iqr_q05","ps_observed_iqr_q95","weight_cv_control_median","weight_cv_control_q05","weight_cv_control_q95","var_observed_control_median","var_observed_control_q05","var_observed_control_q95","var_ideal_control_median","var_ideal_control_q05","var_ideal_control_q95","epsilon_added_to_denominator_median","epsilon_added_to_denominator_q05","epsilon_added_to_denominator_q95","original_variance_ratio_median","original_variance_ratio_q05","original_variance_ratio_q95","stabilized_variance_ratio_median","stabilized_variance_ratio_q05","stabilized_variance_ratio_q95","original_R2_median","original_R2_q05","original_R2_q95","stabilized_R2_median","stabilized_R2_q05","stabilized_R2_q95","tau_observed_median","tau_observed_q05","tau_observed_q95","tau_ideal_median","tau_ideal_q05","tau_ideal_q95","tau_gap_observed_minus_ideal_median","tau_gap_observed_minus_ideal_q05","tau_gap_observed_minus_ideal_q95","original_bound_median","original_bound_q05","original_bound_q95","stabilized_bound_median","stabilized_bound_q05","stabilized_bound_q95"
0,0.12,35,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0144806780793365,0.0122675404418341,0.016352856087801,9.78022648881292e-05,8.4980507168444e-05,0.000115086136429006,Inf,Inf,Inf,145.971093374514,136.628886754693,152.863734864292,0.999999999999,0.999999999999,0.999999999999,0.993149328563058,0.992680506370581,0.993458208564402,0.0790279044891231,-0.00721382789201671,0.15786537256905,-0.0100208340131156,-0.0996410770709057,0.0702132703723015,0.0891269438398556,0.0783285197859252,0.0991377487237022,NA,NA,NA,0.156499537742112,0.139017751210951,0.165163313452416
0.001,0.12,35,1,0.001,0.001,0.001,0.499165229818525,0.499003390701092,0.499257498186274,0.500826515975147,0.500723181679916,0.500925398739818,0.000332667446427348,0.000321576225946058,0.000349713370231386,0.000992697984833024,0.000959979983748429,0.00102620711388159,1.01797048531326e-06,8.84309116087633e-07,1.17309529474601e-06,0.0145673927295651,0.0132974949727624,0.0170301239568362,0.000101794216492618,9.41593241861166e-05,0.000118581519665687,14440.2417277549,13579.1546481532,16309.5288222889,141.602759678202,135.446955114695,153.51113739343,0.999930749081708,0.999926354413821,0.999938685470591,0.992937990740629,0.992617032606082,0.993485712751528,0.101303991331318,-0.0251394876360635,0.164529115633614,0.00479237645985298,-0.11643823429806,0.077075677201284,0.0889508392171281,0.0806426728511486,0.0977433586716441,0.150605630025098,0.141464999327448,0.165484651973798,0.150113622101949,0.140963511403808,0.16495671584147
0.002,0.12,35,1,0.002,0.002,0.002,0.498306184625308,0.498009222977107,0.498496196610035,0.501703518999854,0.501532290964441,0.501891931552148,0.000673812557543063,0.000651621623454263,0.000698612743114935,0.00198914770315829,0.00190934303326198,0.00206363866620502,3.79765112851726e-06,3.4249949956364e-06,4.35886723999061e-06,0.0138279563699476,0.012691940936014,0.0158388960072749,9.60680773904206e-05,8.89652875193692e-05,0.000110760272222376,3665.23523709335,3316.05778914616,4101.27352016981,138.735476128952,129.284068664243,149.362340815676,0.999727166215723,0.999698431291396,0.999756081623186,0.992792038288242,0.992265092407585,0.993304512799715,0.101573504662367,0.00670848483250681,0.170529034488919,0.0160375858324397,-0.0860536910198169,0.084610027499226,0.0874147756759804,0.0824805155765028,0.0982606776452544,0.146557241697549,0.139343227604585,0.158000769165911,0.146050192899405,0.138850130189349,0.157468410804788
0.005,0.12,35,1,0.005,0.005,0.005,0.495674488414833,0.495051940403264,0.496359170142264,0.504207660642541,0.503751920981197,0.505232849939629,0.00168020105555078,0.00158244519410523,0.00174013703610337,0.00497270211403686,0.00481056980254942,0.00521618389903198,2.51075299830091e-05,2.12421506481446e-05,2.97200957389961e-05,0.0144432080232832,0.0121838243236945,0.0168691043101505,0.000101364421763051,8.78209797981974e-05,0.000114380223226669,581.999357743845,518.394135983704,657.46537668304,115.46008201245,105.697245296703,124.994741993558,0.998281785045474,0.998070769936882,0.998478982908735,0.991338998010653,0.990538823061169,0.99199831872269,0.0893668674524106,0.0133500892404915,0.173583811253847,-0.00639803957427687,-0.0751101503389022,0.0896869319512607,0.0889530449273186,0.0792883421992957,0.0968572286118796,0.149231387670919,0.135692983735908,0.163211232877813,0.148721560310061,0.135183527674448,0.162614066067924
0.01,0.12,35,1,0.01,0.01,0.01,0.491553521880096,0.490593861678774,0.492479087186835,0.508630793377055,0.507535978650894,0.509953772159393,0.00337033347197047,0.00324120343849363,0.00355784865633792,0.0100163967250508,0.00960426365951664,0.0104420540513976,0.000101832852355473,8.52810828180896e-05,0.000119823891003486,0.0142928665666472,0.012425650237176,0.0170399993696137,0.000100539394290436,8.93839933230718e-05,0.000115648957464975,144.811410563729,128.515198906288,165.304230569201,73.0758424574605,65.2913185405175,80.4757297484025,0.993094466823387,0.992218665218704,0.993949754198426,0.986315587116466,0.984684012598811,0.987572795250191,0.0980775441857356,0.0370450856481203,0.192766028392074,0.00731136798935461,-0.0505947919717376,0.104493011744266,0.0891757431265444,0.0792901852682655,0.0986022775581889,0.147995455555015,0.138670999920662,0.166871643098703,0.147474295160807,0.138163069369116,0.166319819808493
0.02,0.12,35,0.4,0.02,0.02,0.02,0.482736341197791,0.479845210495341,0.485176821027389,0.516342021875888,0.514315223027786,0.518794898330338,0.00686264867020758,0.00655654045603965,0.00703974780077295,0.0200762456704896,0.0193619036415687,0.0206882221057637,0.000404892167339076,0.000352089225074181,0.000463795209527637,0.0146175170692947,0.0123432207820633,0.0175978680476031,0.00010098200142571,8.68289842303658e-05,0.000114243831968929,36.8356157800385,32.9049133130279,41.0424604856411,29.4395192762098,26.5182998905472,32.3989143541674,0.97285236098749,0.969608235760143,0.975621214752037,0.966032054035335,0.962285895536007,0.96911882255657,0.100320759854207,0.0215788865914848,0.16901115313547,0.0047538745557929,-0.0671045925342594,0.0802542674710433,0.090073947351667,0.0800487886007827,0.0991084582500576,0.149925527153866,0.135868364390148,0.166136220944356,0.149407476946788,0.13537241696431,0.165580216766426
0.05,0.12,35,0,0.05,0.05,0.05,0.45895181876252,0.449181845949651,0.463089748148114,0.542243905460876,0.537393478039345,0.548369364142276,0.0170012952156744,0.0164582322281657,0.017607132791693,0.0501119604864485,0.0480553507848007,0.051514304924473,0.00261014199432117,0.00222112283616718,0.00307554945695881,0.0172194436117037,0.0153230804847366,0.0210068241951823,0.000102953023047449,9.26013205212847e-05,0.000120987866430718,6.69933463824024,6.36912472847695,7.33796390059099,6.43755472640581,6.13193290403918,7.03153985068409,0.850731445136069,0.842989851623331,0.863718712353404,0.844661514736619,0.8369172270743,0.857779314703687,0.0835717396979456,-0.0112787222234009,0.176833319994901,-0.00838845719248305,-0.103424930621358,0.0875426584892762,0.0908816065997566,0.0815567101386632,0.0957477648981113,0.151946539467932,0.142505490955183,0.169380354521516,0.15139588413558,0.141986042383708,0.168794441080031
0.1,0.12,35,0,0.1,0.1,0.1,0.418399273225874,0.411004617629291,0.425634958735686,0.582138172564488,0.569508385929038,0.592692369358143,0.0337724414983018,0.0324488739569258,0.0350964599970748,0.100149539046975,0.0964869854825062,0.103719294966864,0.0101360013197615,0.00867351243103191,0.0118402660271552,0.025244791798768,0.0207333013431874,0.0297084174122352,0.00010080071326673,8.78147969797287e-05,0.000114491139910286,2.42864654270077,2.23885061447368,2.71131754166719,2.40488717865594,2.21857275880628,2.68389946909966,0.58824802933738,0.553340877403411,0.63117504772253,0.584180077603937,0.549257821103787,0.627407122954825,0.100442166713395,-0.024932880848313,0.198228580368839,0.0074842507098476,-0.114768556505681,0.106517419970219,0.0912464413534925,0.0802534313410456,0.0979894354512388,0.152503426144892,0.133428558851533,0.171871788683797,0.151998382916604,0.132908982184036,0.171326089894287
0.2,0.12,35,0,0.2,0.2,0.2,0.337745659531658,0.309618009446764,0.353037099047221,0.66416754730267,0.64447813804844,0.69558715697236,0.0673510181937885,0.064806339727712,0.0711421612442702,0.200454901562153,0.190554225305028,0.20999425727835,0.0395509590084686,0.0332317691297924,0.0485650385723876,0.0535022452265295,0.0460372489273525,0.0666223464626061,9.93609146613144e-05,8.76206451292551e-05,0.000116940862202717,1.356145237673,1.28582749909596,1.46032280012588,1.35276117604567,1.2827830323447,1.45632414870664,0.262615852476176,0.222283962006753,0.315214261783098,0.260771215416491,0.220437861179211,0.313334141077384,0.0941580987907777,-0.00474718835568682,0.170179924592541,0.00658734605423605,-0.0957547392333601,0.0787859769884318,0.0894825942396416,0.0758994100374909,0.0987065265728687,0.150051459844726,0.125729048595528,0.177694715853145,0.149550613948867,0.125168646405176,0.177213686522468
0.4,0.12,35,0,0.4,0.4,0.4,0.205358867797617,0.156439208787014,0.229579868942813,0.787640003036459,0.760430845361424,0.835437412584689,0.133927382626077,0.129551241868322,0.139861591020208,0.409434367503315,0.387569897818181,0.433069255057742,0.16584397888985,0.143731776185149,0.209035462429043,0.178358093125751,0.146993855485129,0.229747574336619,9.76380145897059e-05,8.26574409036484e-05,0.000114304165733995,1.09580131696533,1.02005077949943,1.13303117628147,1.09514255510947,1.01940308978124,1.13236868856929,0.0874258092978413,0.0194983478230591,0.117397131912397,0.086876867916035,0.0189372930361594,0.116880640690753,0.0748250596741058,-0.0236907027020394,0.184705172545953,-0.00607057472478911,-0.106085955085694,0.0909186863928863,0.087695587794728,0.0796208276605042,0.100773904682543,0.162955738043322,0.0880829386517133,0.186223780139516,0.163370502153483,0.0974469671412983,0.185862151161264
0,0.24,35,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0586866753694476,0.0472879235228589,0.0705758888992955,0.000102247120876377,8.63925217010178e-05,0.000117469647227089,Inf,Inf,Inf,576.991880948732,535.877522003205,614.959498483075,0.999999999999,0.999999999999,0.999999999999,0.998266873359889,0.998133872457502,0.998373769369293,0.177889238479032,0.114552066309785,0.255673469240162,0.0120310617979893,-0.0634158221627572,0.0738457155235673,0.173466332603805,0.155815124032683,0.188702895882365,NA,NA,NA,0.313619332588626,0.272257682198655,0.342760987158573
0.001,0.24,35,1,0.001,0.001,0.001,0.499134761689556,0.498995167953468,0.499249248087265,0.500856935714707,0.500738514663249,0.50099944661089,0.000336060867352495,0.000323483380052753,0.00035487041705114,0.00100155426593395,0.000973691114769344,0.00103007485004428,1.03181615561962e-06,8.21977372592355e-07,1.17293683506887e-06,0.0613528603517563,0.0465664263316101,0.0720095656646393,0.000101785225100995,8.41533024529931e-05,0.00011441956428554,58797.4823670996,51647.6225921786,66851.2234737166,578.418896890292,537.06126795152,641.426709784001,0.999982992469069,0.999980631118662,0.99998504092079,0.998271149152671,0.998138013583805,0.998440951374714,0.187232251174057,0.0770689316716103,0.258581807686864,0.00904072959787228,-0.0975980328760372,0.0714912265151584,0.178307172076713,0.160195431634171,0.193888442300227,0.308842687914323,0.259647542500111,0.337633736500369,0.308573141148985,0.259412805347188,0.337367516517287
0.002,0.24,35,1,0.002,0.002,0.002,0.498356892426103,0.49792756494803,0.498551794204626,0.501688516457687,0.501511124188314,0.501940401971988,0.000676752252548873,0.000646744163091872,0.000702249159554708,0.00198336284112124,0.00192333065272838,0.00206792759285236,3.89948179578796e-06,3.28425784593183e-06,4.43495536541611e-06,0.0576097331864834,0.0452915750661032,0.0668561285455526,9.73682180366493e-05,8.49698162620979e-05,0.000112547655981248,14612.2600690039,13081.4164770805,16770.2376296963,554.002278655448,508.175424660317,623.752464110806,0.999931564316863,0.99992353790941,0.999940370463941,0.998194953272707,0.998032174110909,0.998396798230245,0.178314941264658,0.091597253246818,0.275957118454275,-0.00373399964329346,-0.0823868345882198,0.119235316385943,0.171586310816224,0.151407792906052,0.198019330805036,0.296050915139539,0.25802111731232,0.324113230132678,0.295791867920557,0.257777740153306,0.323843413293628
0.005,0.24,35,1,0.005,0.005,0.005,0.495771306332075,0.494988476098883,0.496288637784536,0.504255204901225,0.503721486280292,0.504856423633516,0.00167631214634578,0.00161866292528659,0.00174275651797589,0.00502400329260786,0.0048259930317041,0.00515111469192497,2.46775354623278e-05,2.14815109492792e-05,2.94042736373785e-05,0.0575886711000854,0.0510344963324634,0.0703513493922933,9.78312133390212e-05,8.52585016447817e-05,0.000119228038097691,2344.50543797756,2116.71129037178,2657.44424124848,472.123708365765,434.069987129549,526.269941927392,0.999573470812308,0.999527569002195,0.999623694026364,0.997881911070593,0.997696135516511,0.998099815547238,0.17725154871722,0.0869448348404777,0.261787785414299,-0.00535507875514996,-0.0909422753258799,0.0944213895367491,0.181511670445203,0.160962737675578,0.201685107105071,0.297993184495176,0.281479399285566,0.332136842913643,0.297735369540606,0.281237166331664,0.331873441931529
0.01,0.24,35,1,0.01,0.01,0.01,0.491675235752802,0.489146869226228,0.492575851913339,0.508464118287283,0.507413937942945,0.509688156797017,0.00335351021521946,0.00324418577082541,0.00351707118155564,0.0100058539489633,0.00960338712512781,0.0103486651299119,0.000100152931682066,8.59413943546801e-05,0.00011808857678093,0.0588868165165193,0.051947068622874,0.0682541945926753,0.000100477436053807,9.08957524126709e-05,0.000115780912829956,589.261231148401,524.451759422627,647.396666524696,295.165088593675,270.804455692427,319.183946938968,0.99830295979586,0.998093191540085,0.998455201212821,0.996612065455422,0.996307134683591,0.996866793677898,0.180613720042237,0.0968891976043731,0.261794673289076,0.0027312303538114,-0.0872599093799001,0.0926854778491576,0.176377667147864,0.16411122915312,0.198250711910834,0.302253332885829,0.277003385544562,0.329817170077193,0.301994186576631,0.276759640000432,0.329553664344243
0.02,0.24,35,1,0.02,0.02,0.02,0.483090986797091,0.480403688370209,0.484186433795286,0.517110349108435,0.514740423158698,0.519898045595011,0.00678043261886763,0.00651973194615179,0.00707530620884895,0.0201575701335009,0.0192070580446927,0.0208367285223683,0.000394550990259222,0.000339633833399209,0.000467958726419556,0.0588318443649988,0.0498675977657908,0.071662421726667,9.68843779377358e-05,8.63303651724258e-05,0.000116104850595238,150.422872749179,132.734529070557,171.601387217969,121.077351869029,107.845817163014,135.658300646628,0.993352074842584,0.99246587097646,0.994172129373448,0.991740817051551,0.990726898467776,0.992628268837952,0.165031612240632,0.0919462938944027,0.296791601315701,-0.0151329985676516,-0.0961372692843808,0.10953789978929,0.181819301382609,0.167290806197986,0.197224081540128,0.303927757769653,0.277503158152447,0.335331519920848,0.3036766010155,0.277260886631728,0.335059382082188
0.05,0.24,35,0,0.05,0.05,0.05,0.457924351359465,0.450057865485022,0.465265150003978,0.54249952537718,0.538187899515084,0.553709951827337,0.016848082181323,0.0159560914959204,0.0174751481881178,0.0501422860369133,0.0480489947763181,0.0515793832300001,0.00247590493801723,0.00210123770671552,0.00282939806376937,0.0612244455485776,0.0500733418550589,0.0726520269940629,9.90181548420131e-05,8.51070113786747e-05,0.000114085595341878,24.243167634949,22.0183314079019,28.0775462974467,23.3184307000917,21.1728955549235,26.9177976789279,0.958751264890055,0.954577161228228,0.964383016525771,0.957115467465996,0.952764331360222,0.962848347566223,0.189996014343714,0.0566386190614584,0.273221269227576,0.0109238030704684,-0.116372191516851,0.0925139768426857,0.177556009205191,0.160891645260671,0.193453480153265,0.302320650100827,0.268241806039121,0.328262978537623,0.302071343913533,0.267996214573002,0.328003533886172
0.1,0.24,35,0,0.1,0.1,0.1,0.414894078404739,0.400504521796814,0.426772761668541,0.582718654674468,0.574253261580308,0.599721371388817,0.0333330086332012,0.032513757042537,0.0348358248394484,0.0999906636890892,0.0952235193989915,0.103582710429156,0.00980472421684261,0.00819788038137832,0.011958610067297,0.0674175078658601,0.0593594785162066,0.0759528366930767,9.72794077784688e-05,8.33049648960638e-05,0.000114102490324648,6.92774308449945,6.15942791065593,7.88522593589308,6.85891956828704,6.10199211755407,7.80210084193534,0.855652845695525,0.83762440207534,0.873177658297383,0.854204442836214,0.836095480433542,0.871826314693209,0.168941531398044,0.0790756973961279,0.259187459612329,-0.00716196862974283,-0.107497789356588,0.0831146490942728,0.178591579548253,0.160526915545989,0.194648658190978,0.298548505812911,0.279493512068845,0.323841693998812,0.298298053904872,0.279227280834991,0.323556360862536
0.2,0.24,35,0,0.2,0.2,0.2,0.336425886733354,0.301024689038895,0.357852708098356,0.661032681167669,0.641338597235857,0.685910176859495,0.0665167534949616,0.0642005624510973,0.0698130318189365,0.199549373713867,0.191748197882856,0.208322697609546,0.0409359976642494,0.0340011330771085,0.0483310388478082,0.101247374177832,0.0847303747642393,0.120651670634563,0.000104083641797377,8.80467156587558e-05,0.000114513397663454,2.46306181954828,2.29328987112961,2.82263944831605,2.45669813361915,2.28796716467879,2.81525746573815,0.594001258083162,0.563942789458854,0.645718358881792,0.592949582891235,0.562928375455512,0.64478964757514,0.207767483744653,0.0953132940214192,0.292065284969632,0.0395661131842004,-0.0918330065788721,0.120612173677046,0.174061713353985,0.157743480334532,0.194398256205345,0.306831692239994,0.278971684628926,0.350925031979063,0.306565718396402,0.278709711301005,0.35067666210421
0.4,0.24,35,0,0.4,0.4,0.4,0.205839254706049,0.178543308561386,0.231285899361409,0.791615769835087,0.766436879151726,0.830110646990685,0.134179302322804,0.128217575181749,0.138931127605341,0.409102336048024,0.389724093122056,0.430473383423388,0.16454911504845,0.144632944668873,0.198604887475415,0.227282899640507,0.19815461312234,0.283925427265945,9.87451935146052e-05,8.43547644897678e-05,0.000113019224383988,1.4039867868285,1.2461297713301,1.52755024530781,1.40316830352328,1.24542464725674,1.52657579523053,0.287742584630072,0.197511542771753,0.345355023610308,0.28732711714692,0.197057156006787,0.344937218727589,0.173108742157293,0.0792311277215589,0.278735588855319,-0.00783242380547722,-0.109119585402391,0.12184216014146,0.179681310018879,0.146873293229117,0.200292498358872,0.31733309780837,0.248136186771016,0.392053834375763,0.317103918646239,0.247834029461373,0.391814603050176
0,0.36,35,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.140703720558265,0.114693446197797,0.16100143585839,0.000100445433747298,8.63925217010178e-05,0.000120003225452343,Inf,Inf,Inf,1367.42443974984,1201.84958091874,1553.99554055124,0.999999999999,0.999999999999,0.999999999999,0.999268698166472,0.999167944391891,0.999356490225873,0.270189564749713,0.151473580659781,0.3896529100696,0.023362790798594,-0.0967635467028207,0.120973539881506,0.256797145961471,0.223025489225457,0.301225105561423,NA,NA,NA,0.47995370612336,0.4315102960132,0.51474297539364
0.001,0.36,35,1,0.001,0.001,0.001,0.499156564291219,0.499018841287653,0.499280170118369,0.50084753061685,0.500728353621099,0.501087694616381,0.000337647490382786,0.000318527171151495,0.000352422494491472,0.00099540412122656,0.000968371619513101,0.00103011528009724,9.68442352366467e-07,8.16834022558665e-07,1.10325914741878e-06,0.131677063302913,0.111885344975307,0.150299322475539,9.82337790950479e-05,8.39651399673214e-05,0.000110679796859519,137258.912107921,114389.513721171,153439.761453018,1325.25408833286,1197.99433260218,1482.53910388922,0.999992714498573,0.999991254697007,0.999993482027129,0.999245427719255,0.999165192163922,0.99932531550611,0.27892107498182,0.157657170597767,0.356993875469039,0.0158053715856423,-0.113867532385257,0.106549503524622,0.259244676130907,0.237887792593011,0.280888086158908,0.4476183421224,0.411179010275816,0.483161580848602,0.447445938401993,0.411013894099273,0.482994016033119
0.002,0.36,35,1,0.002,0.002,0.002,0.498299593101128,0.49804846762113,0.498572788279465,0.501713380559948,0.501473184251797,0.501934096873471,0.000671134215990576,0.00064903309517273,0.000691763717885602,0.00198090203859971,0.00192126451183219,0.00205254223873109,3.99668475973408e-06,3.37939847943272e-06,4.87204938994402e-06,0.135487898030712,0.117768765575749,0.16272778159713,0.000100901838914116,8.85573336881927e-05,0.000118322720035566,33827.8480386832,30741.8665689081,38785.8282262832,1267.51830006958,1188.45307265135,1411.74782522424,0.999970438557048,0.999967470964477,0.999974215833804,0.999211056755595,0.999158569413815,0.999291656689088,0.28212086559264,0.191926902088803,0.344781224322098,0.0186579787287862,-0.0949461284525671,0.0799381854726248,0.264799698391976,0.237315315493567,0.30854854504433,0.451957140453145,0.425826506575969,0.512810906654992,0.451776259286841,0.425657114114006,0.512631127076883
0.005,0.36,35,1,0.005,0.005,0.005,0.495797697000541,0.495008421299812,0.496529341831303,0.504197894094067,0.503637650531564,0.505119310591029,0.00169452590158159,0.00161004149580422,0.00175640736220742,0.00500756637620552,0.00482957294146455,0.00514212887830579,2.41682854342827e-05,1.98350346211105e-05,2.94849700825734e-05,0.128899632740781,0.108858034741042,0.153282283961111,9.65067704468882e-05,8.2614770671648e-05,0.000115018874115187,5312.18890933153,4735.0532809409,6107.90095941747,1067.45662774137,956.828211228313,1174.47645340761,0.999811753682509,0.999788792638081,0.999836252564405,0.999063193787914,0.998954679397805,0.999148554942777,0.268387990231513,0.135542896356439,0.359497826834881,0.0120895056684296,-0.123050178594597,0.100510022716664,0.259735829944792,0.234629432786425,0.288303253845614,0.444392014904305,0.406967437876456,0.493682744518476,0.444217192757965,0.406793326053984,0.493497852702783
0.01,0.36,35,1,0.01,0.01,0.01,0.491396673953605,0.489890099171425,0.492476963062988,0.508420689777407,0.507088478468552,0.509684436855636,0.00335926347484083,0.00317901424762541,0.00350809134308523,0.00996526940825158,0.00965604331706767,0.0104586243222888,9.85160291799807e-05,8.85723756604809e-05,0.000113112230744819,0.13419655598149,0.103987460158413,0.151917315564668,9.95644871611004e-05,8.52813860346113e-05,0.000115526554825009,1346.88529594825,1147.43606788951,1472.13937169481,667.48490092559,584.440859529263,728.698705011168,0.999257546278805,0.999128428048818,0.999320708114342,0.998501838770265,0.998288816254379,0.998627666344929,0.250417430594137,0.132672308651576,0.367147148608876,-0.00736819208468309,-0.12931891836826,0.11248786701412,0.258516159549968,0.22447716439924,0.283691537390272,0.455900935892105,0.402426761721843,0.48251258078548,0.455727905137923,0.402252993748059,0.48233337681527
0.02,0.36,35,1,0.02,0.02,0.02,0.482807471991324,0.479298514611764,0.485209105013056,0.516921309353552,0.51450589811711,0.519513850079842,0.00676635500214245,0.00644434068607035,0.00697040165585751,0.0200813031505741,0.0191940480829948,0.0206704472675612,0.00039403793593199,0.000317724057790402,0.000458644231968942,0.13306442838541,0.115916290879687,0.156707318400509,9.69328548072234e-05,8.37393323478965e-05,0.000113498523817519,339.625153978454,315.729867501037,373.500336456596,269.479576576943,255.911833942129,295.886021549503,0.99705557733788,0.99683271882529,0.997322345646895,0.99628914364234,0.996092370054995,0.996620304776083,0.257544472935593,0.189150999588743,0.347754435154126,0.000470277552256038,-0.0893410430850592,0.0661871077530237,0.268126326985357,0.240105960446648,0.299700924328873,0.455147789702433,0.422544069042901,0.501614140155353,0.454974996478908,0.422394802501971,0.501430204119827
0.05,0.36,35,0,0.05,0.05,0.05,0.457641838871217,0.451318721738645,0.462418146921216,0.541144830243622,0.538550987132375,0.550500936453674,0.0168700676200327,0.0163829486052867,0.0174647871294676,0.0500150396796713,0.048564207586337,0.0515827249397526,0.00265157388848315,0.00208532788089396,0.00301069553538262,0.137749928170822,0.116456799165693,0.170666115332205,0.000102438233934856,8.58936722770222e-05,0.000118881677509535,54.8217900144554,48.2634455906058,63.1785079857826,52.7373638071383,46.4760991519976,60.6666748110098,0.981759077918902,0.979279417469938,0.984169408007004,0.981038111733134,0.978482454958697,0.983513530674483,0.249073317799878,0.168365425246474,0.363496309121364,-0.0109877024739038,-0.0954500534713897,0.0932064460033224,0.263188650318122,0.237188652173819,0.283820708312145,0.458043731964956,0.421518753891915,0.518196925743902,0.457880640877611,0.421360430711098,0.518030406002091
0.1,0.36,35,0,0.1,0.1,0.1,0.417414722892289,0.399777848274085,0.425514491317942,0.584679935038759,0.572335076663255,0.597308022634142,0.0335870077399492,0.0323967714593117,0.0351571666638009,0.100573593089086,0.0976724266571149,0.104049612832446,0.00996161673344665,0.00851687913672562,0.0125567927024604,0.147588246498444,0.112533884453198,0.186889397376606,9.88346563767479e-05,8.54124709420981e-05,0.000121621605774411,14.5681860839848,12.3035883021876,16.4834462674501,14.431293935709,12.1896003541844,16.3111999909507,0.931357274389889,0.918722895459931,0.939327318485987,0.930706144268492,0.917962844860723,0.938686539833353,0.265477919068012,0.15564700889024,0.347161853490109,0.00227505759441726,-0.109561607069071,0.111823506112893,0.264421226131189,0.221477356481101,0.287160118450903,0.462854945752757,0.394127889263598,0.52093189740315,0.462688101855341,0.393972757071825,0.520752700850662
0.2,0.36,35,0,0.2,0.2,0.2,0.338513661831026,0.31454718772535,0.352618325339103,0.662446401373972,0.646489289311357,0.689311495973943,0.0668906938578696,0.064283693177349,0.0700415422383055,0.20190424522604,0.193563203670537,0.208475495433991,0.0408682949420903,0.0352647967022202,0.046579750885839,0.183603354994316,0.161299658233178,0.212112568465345,0.000100868688268995,8.98645124887049e-05,0.000114066052207182,4.45835515155472,3.95459632402488,5.0438168687035,4.44719997172876,3.94484558735692,5.03190862621641,0.775702032250329,0.74709326864319,0.801734388514441,0.775139412134132,0.746468215990788,0.801265081130914,0.244942750584317,0.162190429074093,0.316140620163585,-0.0193445888396047,-0.100632024695617,0.0647200283731586,0.262922512222355,0.234203020516561,0.291335302429161,0.468814292734893,0.432952886855573,0.521301919135853,0.468655416501122,0.43278103921825,0.521153511118674
0.4,0.36,35,0,0.4,0.4,0.4,0.214946679439461,0.176976117672633,0.240370398775167,0.790778827317059,0.764772867689333,0.830459149993036,0.134067142601824,0.128199717134519,0.139930120186949,0.406194798551594,0.394043342303919,0.425435740030928,0.160052493082369,0.133253561232415,0.200418821976453,0.306527676373715,0.238173109321208,0.389361385250447,9.47782881698376e-05,8.61288522377575e-05,0.000112020281239371,1.89382772045576,1.6456783714893,2.13443667892302,1.89264789880334,1.64465927399954,2.13311458680309,0.471968865383731,0.392345534309496,0.531455373007612,0.471639706132204,0.391969071698487,0.531164956391489,0.281616605790563,0.155129696230105,0.380696381645154,0.00909082601009148,-0.0950927802732145,0.112794506099231,0.259506033244005,0.23013979634253,0.290280913051411,0.465912502857304,0.384411151093857,0.564517952713572,0.46575726526197,0.384229843026003,0.564355253446397
